MasterIncidentNumber,CalendarYear,Month,DayOfMonth,Call_Type,Problem,Battalion,Jurisdiction,ResponseArea,PriorityDescription,Response Status,Districts,Location 1
13006760,2013,Jan,21,Fire,TRASH - Trash Fire,B3,AFD,00-1804,3F,Code 1,-,"(30333595, 97691972)"
13006795,2013,Jan,21,Fire,GRASS - Small Grass Fire,B4,AFD,00-4302,2F,Code 3,-,"(30183628, 97898014)"
13006805,2013,Jan,21,Fire,GRASS - Small Grass Fire,B5,AFD,00-4209,2F,Left Blank,-,"(30171612, 97610250)"
13006850,2013,Jan,21,Fire,AUTO - Auto Fire,B2,AFD,00-2501,2F,Code 3,-,"(30424853, 97750204)"
13006900,2013,Jan,21,Fire,GRASS - Small Grass Fire,B3,AFD,00-4002,2F,Code 3,-,"(30386272, 97646935)"
13006918,2013,Jan,21,Fire,TRASH - Trash Fire,B3,AFD,00-2801,3F,Code 3,-,"(30417329, 97687914)"
13007066,2013,Jan,22,Fire,TRASH - Trash Fire,B5,AFD,00-2202,3F,Code 3,-,"(30238803, 97719551)"
13007142,2013,Jan,22,Fire,ELEC - Electrical Fire,B2,AFD,00-2101,3F,Code 3,-,"(30365177, 97758006)"
13007186,2013,Jan,22,Fire,GRASS - Small Grass Fire,B3,AFD,00-1403,2F,Code 3,-,"(30289189, 97707253)"
13007217,2013,Jan,22,Fire,ELEC - Electrical Fire,B3,AFD,00-2803,3F,Code 3,-,"(30409449, 97699192)"
13007235,2013,Jan,22,Fire,DUMP - Dumpster Fire,B5,AFD,00-2204,3F,Code 3,-,"(30228693, 97702907)"
13007387,2013,Jan,23,Fire,TRASH - Trash Fire,B3,AFD,00-1802,3F,Code 3,-,"(30304431, 97683433)"
13007395,2013,Jan,23,Fire,GRASS - Small Grass Fire,B4,AFD,00-1104,2F,Code 3,-,"(30267237, 97770942)"
13007462,2013,Jan,23,Fire,TRASH - Trash Fire,B5,AFD,00-2204,3F,Code 3,-,"(30228080, 97703718)"
13007535,2013,Jan,23,Fire,ELEC - Electrical Fire,B3,AFD,00-0801,3F,Code 3,-,"(30375791, 97711007)"
13007576,2013,Jan,23,Fire,TRASH - Trash Fire,B4,AFD,00-1709,3F,Code 1,-,"(30210963, 97766780)"
13007624,2013,Jan,24,Fire,ELEC - Electrical Fire,B4,AFD,00-1101,3F,Code 3,-,"(30250477, 97770463)"
13007689,2013,Jan,24,Fire,TRASH - Trash Fire,B5,AFD,00-3502,3F,Code 3,-,"(30227580, 97742634)"
13007793,2013,Jan,24,Fire,AUTO - Auto Fire,B4,AFD,00-1705,2F,Code 3,-,"(30228112, 97779121)"
13007911,2013,Jan,25,Fire,DUMP - Dumpster Fire,B1,AFD,00-0101,3F,Code 3,-,"(30267430, 97736917)"
13007990,2013,Jan,25,Fire,TRASH - Trash Fire,B4,AFD,00-2903,3F,Code 1,-,"(30176133, 97827188)"
13007995,2013,Jan,25,Fire,AUTO - Auto Fire,B4,AFD,00-3703,2F,Code 3,-,"(30232928, 97875823)"
13008061,2013,Jan,25,Fire,GRASS - Small Grass Fire,B3,AFD,00-1405,2F,Code 3,-,"(30300531, 97716413)"
13008125,2013,Jan,25,Fire,ELEC - Electrical Fire,B3,AFD,00-3001,3F,Code 3,-,"(30378271, 97699847)"
13008130,2013,Jan,25,Fire,AUTO - Auto Fire,B4,AFD,00-3607,2F,Code 3,-,"(30186890, 97773177)"
13008145,2013,Jan,25,Fire,ELEC - Electrical Fire,B5,AFD,00-2204,3F,Code 3,-,"(30234894, 97700374)"
13008246,2013,Jan,25,Fire,AUTO - Auto Fire,B4,AFD,00-3204,2F,Code 3,-,"(30243389, 97808522)"
13008263,2013,Jan,26,Fire,TRASH - Trash Fire,B3,AFD,00-1406,3F,Code 3,-,"(30308833, 97712984)"
13008393,2013,Jan,26,Fire,AUTO - Auto Fire,B3,AFD,00-0070,2F,Code 3,-,"(30250650, 97736002)"
13008420,2013,Jan,26,Fire,AUTO - Auto Fire,B4,AFD,00-2702,2F,Code 3,-,"(30220663, 97836955)"
13008443,2013,Jan,26,Fire,GRASS - Small Grass Fire,B5,AFD,00-0501,2F,Code 3,-,"(30276050, 97667914)"
13008501,2013,Jan,26,Fire,BBQ - Unsafe Cooking,B4,AFD,00-1705,4F,Code 1,-,"(30232769, 97775464)"
13008510,2013,Jan,26,Fire,BBQ - Unsafe Cooking,B5,AFD,00-3502,4F,Left Blank,-,"(30221049, 97745145)"
13008571,2013,Jan,26,Fire,TRASH - Trash Fire,B1,AFD,00-1605,3F,Code 1,-,"(30334226, 97730197)"
13008578,2013,Jan,27,Fire,ELEC - Electrical Fire,B5,AFD,00-2402,3F,Left Blank,-,"(30195087, 97752857)"
13008612,2013,Jan,27,Fire,AUTO - Auto Fire,B1,AFD,00-1602,2F,Code 3,-,"(30332954, 97704531)"
13008684,2013,Jan,27,Fire,TRASH - Trash Fire,B5,AFD,00-2402,3F,Left Blank,-,"(30199701, 97732037)"
13008714,2013,Jan,27,Fire,TRASH - Trash Fire,B1,AFD,00-0203,3F,Code 3,-,"(30279051, 97711989)"
13008743,2013,Jan,27,Fire,TRASH - Trash Fire,B5,AFD,00-2402,3F,Code 1,-,"(30200144, 97742863)"
13008764,2013,Jan,27,Fire,AUTO - Auto Fire,B3,AFD,00-0807,2F,Code 3,-,"(30393207, 97742265)"
13008776,2013,Jan,27,Fire,BBQ - Unsafe Cooking,B3,AFD,00-0805,4F,Code 1,-,"(30366449, 97728070)"
13008820,2013,Jan,27,Fire,TRASH - Trash Fire,B4,AFD,00-2705,3F,Code 1,-,"(30212980, 97872954)"
13008836,2013,Jan,27,Fire,ELEC - Electrical Fire,B4,AFD,00-2702,3F,Code 1,-,"(30228774, 97849887)"
13009009,2013,Jan,28,Fire,GRASS - Small Grass Fire,B2,AFD,00-3901,2F,Code 3,-,"(30396615, 97848817)"
13009081,2013,Jan,28,Fire,AUTO - Auto Fire,B3,AFD,00-1403,2F,Code 3,-,"(30285123, 97725814)"
13009087,2013,Jan,28,Fire,TRASH - Trash Fire,B3,AFD,00-1405,3F,Code 1,-,"(30304020, 97717930)"
13009221,2013,Jan,28,Fire,DUMP - Dumpster Fire,B5,AFD,00-2202,3F,Code 3,-,"(30234105, 97728188)"
13009278,2013,Jan,29,Fire,ELEC - Electrical Fire,B4,AFD,00-2904,3F,Code 3,-,"(30158692, 97837848)"
13009288,2013,Jan,29,Fire,AUTO - Auto Fire,B4,AFD,00-3611,2F,Code 3,-,"(30167032, 97784984)"
13009301,2013,Jan,29,Fire,TRASH - Trash Fire,B5,AFD,00-0503,3F,Code 3,-,"(30290544, 97683468)"
13009302,2013,Jan,29,Fire,AUTO - Auto Fire,B1,AFD,00-1202,2F,Code 3,-,"(30331528, 97755455)"
13009370,2013,Jan,29,Fire,ELEC - Electrical Fire,B1,AFD,00-0401,3F,Code 3,-,"(30271681, 97754314)"
13009396,2013,Jan,29,Fire,AUTO - Auto Fire,B3,AFD,00-2806,2F,Left Blank,-,"(30434981, 97707391)"
13009410,2013,Jan,29,Fire,GRASS - Small Grass Fire,B5,AFD,00-3501,2F,Code 3,-,"(30212458, 97736849)"
13009460,2013,Jan,29,Fire,TRASH - Trash Fire,B4,AFD,00-2902,3F,Code 1,-,"(30204452, 97835028)"
13009508,2013,Jan,29,Fire,TRASH - Trash Fire,B3,AFD,00-1804,3F,Code 3,-,"(30333463, 97692055)"
13009562,2013,Jan,30,Fire,AUTO - Auto Fire,B3,AFD,00-4004,2F,Code 3,-,"(30397168, 97672310)"
13009666,2013,Jan,30,Fire,TRASH - Trash Fire,B1,AFD,00-1603,3F,Code 3,-,"(30332234, 97709119)"
13009754,2013,Jan,30,Fire,TRASH - Trash Fire,B2,AFD,00-3303,3F,Left Blank,-,"(30418998, 97780892)"
13009773,2013,Jan,30,Fire,TRASH - Trash Fire,B3,AFD,00-2807,3F,Code 3,-,"(30436813, 97739700)"
13009786,2013,Jan,30,Fire,AUTO - Auto Fire,B1,AFD,00-1601,2F,Code 3,-,"(30350908, 97734119)"
13009796,2013,Jan,30,Fire,TRASH - Trash Fire,B5,AFD,00-1504,3F,Code 3,-,"(30276464, 97702935)"
13009838,2013,Jan,30,Fire,DUMP - Dumpster Fire,B5,AFD,00-1501,3F,Code 3,-,"(30257516, 97678599)"
13009841,2013,Jan,30,Fire,TRASH - Trash Fire,B4,AFD,00-2006,3F,Code 3,-,"(30197553, 97802222)"
13009872,2013,Jan,31,Fire,ELEC - Electrical Fire,B5,AFD,00-2205,3F,Code 3,-,"(30228001, 97701493)"
13009893,2013,Jan,31,Fire,ELEC - Electrical Fire,B3,AFD,00-1801,3F,Code 3,-,"(30322742, 97680633)"
13009970,2013,Jan,31,Fire,GRASS - Small Grass Fire,B2,AFD,00-3802,2F,Code 3,-,"(30455444, 97825791)"
13009993,2013,Jan,31,Fire,GRASS - Small Grass Fire,B3,AFD,00-2803,2F,Code 3,-,"(30405423, 97694406)"
13010015,2013,Jan,31,Fire,TRASH - Trash Fire,B4,AFD,00-2902,3F,Code 1,-,"(30204206, 97829390)"
13010053,2013,Jan,31,Fire,AUTO - Auto Fire,B2,AFD,00-2501,2F,Code 3,-,"(30419072, 97746699)"
13010066,2013,Jan,31,Fire,AUTO - Auto Fire,B1,AFD,00-0202,2F,Code 3,-,"(30272734, 97734926)"
13010109,2013,Jan,31,Fire,AUTO - Auto Fire,B4,AFD,00-1101,2F,Code 3,-,"(30249134, 97767346)"
13010114,2013,Jan,31,Fire,AUTO - Auto Fire,B3,AFD,00-3001,2F,Code 3,-,"(30369309, 97699988)"
13010151,2013,Jan,31,Fire,TRASH - Trash Fire,B3,AFD,00-1801,3F,Code 3,-,"(30315484, 97677940)"
13010155,2013,Jan,31,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 1,-,"(30266227, 97723889)"
13010179,2013,Jan,31,Fire,ELEC - Electrical Fire,B5,AFD,00-0701,3F,Code 3,-,"(30254671, 97725741)"
13010190,2013,Jan,31,Fire,TRASH - Trash Fire,B3,AFD,00-2304,3F,Code 3,-,"(30348460, 97686319)"
13010223,2013,Jan,31,Fire,BOXL- Structure Fire,B4,AFD,00-2904,1F,Code 3,-,"(30171672, 97831882)"
13010291,2013,Feb,1,Fire,AUTO - Auto Fire,B1,AFD,00-0102,2F,Code 3,-,"(30265929, 97746245)"
13010313,2013,Feb,1,Fire,AUTO - Auto Fire,B2,AFD,00-3101,2F,Code 3,-,"(30357861, 97791175)"
13010349,2013,Feb,1,Fire,GRASS - Small Grass Fire,B5,AFD,00-2403,2F,Code 3,-,"(30194567, 97767026)"
13010356,2013,Feb,1,Fire,GRASS - Small Grass Fire,B5,AFD,00-2402,2F,Code 3,-,"(30205521, 97758147)"
13010459,2013,Feb,1,Fire,ELEC - Electrical Fire,B4,AFD,00-1710,3F,Code 3,-,"(30199905, 97763451)"
13010468,2013,Feb,1,Fire,AUTO - Auto Fire,B1,AFD,00-0302,2F,Code 3,-,"(30305695, 97757892)"
13010486,2013,Feb,1,Fire,TRASH - Trash Fire,B3,AFD,00-2801,3F,Code 3,-,"(30407802, 97678176)"
13010564,2013,Feb,1,Fire,DUMP - Dumpster Fire,B3,AFD,00-3001,3F,Code 3,-,"(30388763, 97710429)"
13010578,2013,Feb,1,Fire,TRASH - Trash Fire,B5,AFD,00-2202,3F,Code 3,-,"(30240172, 97731702)"
13010631,2013,Feb,2,Fire,AUTO - Auto Fire,B5,AFD,00-1505,2F,Code 3,-,"(30261257, 97668292)"
13010662,2013,Feb,2,Fire,TRASH - Trash Fire,B2,AFD,00-3809,3F,Code 3,-,"(30449126, 97773927)"
13010699,2013,Feb,2,Fire,TRASH - Trash Fire,B5,AFD,00-0502,3F,Code 3,-,"(30281247, 97696546)"
13010714,2013,Feb,2,Fire,GRASS - Small Grass Fire,B5,AFD,00-2204,2F,Code 3,-,"(30239423, 97696975)"
13010754,2013,Feb,2,Fire,GRASS - Small Grass Fire,B3,AFD,00-4001,2F,Code 3,-,"(30407863, 97673951)"
13010773,2013,Feb,2,Fire,TRASH - Trash Fire,B3,AFD,00-1401,3F,Code 3,-,"(30297329, 97705121)"
13010790,2013,Feb,2,Fire,AUTO - Auto Fire,B5,AFD,00-0702,2F,Code 3,-,"(30256155, 97709753)"
13010804,2013,Feb,2,Fire,TRASH - Trash Fire,B3,AFD,00-4101,3F,Code 3,-,"(30351060, 97611398)"
13010837,2013,Feb,2,Fire,TRASH - Trash Fire,B3,AFD,00-2306,3F,Code 3,-,"(30366921, 97693260)"
13010842,2013,Feb,2,Fire,TRASH - Trash Fire,B4,AFD,00-1703,3F,Code 3,-,"(30224352, 97777050)"
13010857,2013,Feb,2,Fire,BBQ - Unsafe Cooking,B2,AFD,00-3906,4F,Code 3,-,"(30425160, 97843922)"
13010864,2013,Feb,2,Fire,TRASH - Trash Fire,B2,AFD,00-3802,3F,Left Blank,-,"(30456565, 97813180)"
13010905,2013,Feb,2,Fire,AUTO - Auto Fire,B3,AFD,00-2303,2F,Code 3,-,"(30331853, 97673809)"
13010920,2013,Feb,3,Fire,TRASH - Trash Fire,B1,AFD,00-0101,3F,Code 3,-,"(30267068, 97739335)"
13010958,2013,Feb,3,Fire,TRASH - Trash Fire,B3,AFD,00-1403,3F,Code 3,-,"(30279806, 97721237)"
13011006,2013,Feb,3,Fire,ELEC - Electrical Fire,B2,AFD,00-3901,3F,Code 3,-,"(30419489, 97845993)"
13011064,2013,Feb,3,Fire,BBQ - Unsafe Cooking,B4,AFD,00-1701,4F,Code 1,-,"(30222716, 97771837)"
13011098,2013,Feb,3,Fire,AUTO - Auto Fire,B2,AFD,00-3902,2F,Code 3,-,"(30392085, 97835189)"
13011112,2013,Feb,3,Fire,TRASH - Trash Fire,B3,AFD,00-2303,3F,Code 3,-,"(30328919, 97677578)"
13011121,2013,Feb,3,Fire,TRASH - Trash Fire,B1,AFD,00-1204,3F,Code 3,-,"(30326962, 97735645)"
13011141,2013,Feb,3,Fire,GRASS - Small Grass Fire,B5,AFD,00-1504,2F,Code 3,-,"(30263218, 97705882)"
13011156,2013,Feb,3,Fire,ELEC - Electrical Fire,B4,AFD,00-2002,3F,Code 1,-,"(30197809, 97823219)"
13011161,2013,Feb,3,Fire,AUTO - Auto Fire,B3,AFD,00-2306,2F,Code 3,-,"(30366921, 97693260)"
13011182,2013,Feb,3,Fire,AUTO - Auto Fire,B3,AFD,00-0804,2F,Code 3,-,"(30355550, 97715503)"
13011194,2013,Feb,4,Fire,TRASH - Trash Fire,B4,AFD,00-3604,3F,Code 3,-,"(30156755, 97813351)"
13011196,2013,Feb,4,Fire,ELEC - Electrical Fire,B5,AFD,00-2202,3F,Code 3,-,"(30229774, 97726495)"
13011261,2013,Feb,4,Fire,GRASS - Small Grass Fire,B2,AFD,00-2504,2F,Code 3,-,"(30411233, 97747855)"
13011264,2013,Feb,4,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 1,-,"(30262366, 97724475)"
13011273,2013,Feb,4,Fire,AUTO - Auto Fire,B4,AFD,00-3202,2F,Left Blank,-,"(30283230, 97786531)"
13011315,2013,Feb,4,Fire,ELEC - Electrical Fire,B1,AFD,00-1206,3F,Code 3,-,"(30309549, 97752167)"
13011367,2013,Feb,4,Fire,TRASH - Trash Fire,B4,AFD,00-2002,3F,Code 3,-,"(30191145, 97822056)"
13011393,2013,Feb,4,Fire,BOXL- Structure Fire,B2,AFD,00-3802,1F,Code 3,-,"(30458059, 97797196)"
13011395,2013,Feb,4,Fire,GRASS - Small Grass Fire,B5,AFD,00-3502,2F,Code 3,-,"(30225278, 97736542)"
13011426,2013,Feb,4,Fire,TRASH - Trash Fire,B4,AFD,00-2706,3F,Code 3,-,"(30212710, 97884093)"
13011428,2013,Feb,4,Fire,TRASH - Trash Fire,B5,AFD,00-4209,3F,Left Blank,-,"(30171466, 97617552)"
13011430,2013,Feb,4,Fire,TRASH - Trash Fire,B3,AFD,00-2806,3F,Code 3,-,"(30414080, 97712610)"
13011482,2013,Feb,5,Fire,ELEC - Electrical Fire,B5,AFD,00-2403,3F,Code 3,-,"(30169031, 97749858)"
13011567,2013,Feb,5,Fire,AUTO - Auto Fire,B1,AFD,00-0201,2F,Code 3,-,"(30279977, 97735709)"
13011638,2013,Feb,5,Fire,AUTO - Auto Fire,B4,AFD,00-2901,2F,Code 3,-,"(30201505, 97864943)"
13011671,2013,Feb,5,Fire,ELEC - Electrical Fire,B3,AFD,00-1404,3F,Code 3,-,"(30293664, 97717116)"
13011679,2013,Feb,5,Fire,TRASH - Trash Fire,B3,AFD,00-1802,3F,Code 3,-,"(30295872, 97682553)"
13011684,2013,Feb,5,Fire,GRASS - Small Grass Fire,B3,AFD,00-3001,2F,Code 3,-,"(30373399, 97712515)"
13011714,2013,Feb,5,Fire,AUTO - Auto Fire,B1,AFD,00-1606,2F,Code 3,-,"(30360007, 97740938)"
13011732,2013,Feb,5,Fire,DUMP - Dumpster Fire,B3,AFD,00-2801,3F,Code 3,-,"(30434380, 97695154)"
13011758,2013,Feb,5,Fire,TRASH - Trash Fire,B1,AFD,00-0102,3F,Code 3,-,"(30270392, 97745773)"
13011797,2013,Feb,6,Fire,AUTO - Auto Fire,B1,AFD,00-0902,2F,Left Blank,-,"(30306996, 97724596)"
13011868,2013,Feb,6,Fire,TRASH - Trash Fire,B3,AFD,00-3001,3F,Code 3,-,"(30372882, 97708351)"
13011942,2013,Feb,6,Fire,DUMP - Dumpster Fire,B1,AFD,00-1605,3F,Code 3,-,"(30325943, 97726336)"
13011955,2013,Feb,6,Fire,AUTO - Auto Fire,B3,AFD,00-4001,2F,Code 3,-,"(30403232, 97672444)"
13011980,2013,Feb,6,Fire,BBQ - Unsafe Cooking,B4,AFD,00-2901,4F,Code 1,-,"(30198638, 97840130)"
13012000,2013,Feb,6,Fire,GRASS - Small Grass Fire,B3,AFD,00-0802,2F,Code 3,-,"(30368384, 97703641)"
13012088,2013,Feb,7,Fire,GRASS - Small Grass Fire,B4,AFD,00-3605,2F,Code 3,-,"(30179337, 97796074)"
13012133,2013,Feb,7,Fire,TRASH - Trash Fire,B3,AFD,00-4101,3F,Code 3,-,"(30350466, 97614153)"
13012258,2013,Feb,7,Fire,TRASH - Trash Fire,B3,AFD,00-1801,3F,Code 3,-,"(30311518, 97675839)"
13012273,2013,Feb,7,Fire,ELEC - Electrical Fire,B2,AFD,00-3401,3F,Code 3,-,"(30463855, 97789077)"
13012339,2013,Feb,7,Fire,ELEC - Electrical Fire,B3,AFD,00-3003,3F,Code 3,-,"(30392849, 97676295)"
13012487,2013,Feb,8,Fire,GRASS - Small Grass Fire,B3,AFD,00-2607,2F,Code 3,-,"(30309367, 97666542)"
13012497,2013,Feb,8,Fire,TRASH - Trash Fire,B3,AFD,00-0806,3F,Code 3,-,"(30373504, 97726291)"
13012510,2013,Feb,8,Fire,ELEC - Electrical Fire,B3,AFD,00-1407,3F,Code 1,-,"(30315025, 97714628)"
13012511,2013,Feb,8,Fire,ELEC - Electrical Fire,B3,AFD,00-1407,3F,Other,-,"(30315025, 97714628)"
13012587,2013,Feb,8,Fire,GRASS - Small Grass Fire,B4,AFD,00-2005,2F,Left Blank,-,"(30201783, 97782780)"
13012621,2013,Feb,8,Fire,GRASS - Small Grass Fire,B4,AFD,00-2005,2F,Code 3,-,"(30202493, 97775528)"
13012630,2013,Feb,8,Fire,BOXL- Structure Fire,B4,AFD,00-2001,1F,Code 3,-,"(30202150, 97802296)"
13012633,2013,Feb,8,Fire,DUMP - Dumpster Fire,B3,AFD,00-2305,3F,Code 3,-,"(30345878, 97704076)"
13012641,2013,Feb,8,Fire,ELEC - Electrical Fire,B4,AFD,00-2702,3F,Code 3,-,"(30234191, 97850867)"
13012648,2013,Feb,8,Fire,TRASH - Trash Fire,B4,AFD,00-3605,3F,Code 3,-,"(30183876, 97792672)"
13012686,2013,Feb,8,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2403,4F,Code 3,-,"(30192780, 97765310)"
13012745,2013,Feb,9,Fire,BBQ - Unsafe Cooking,B1,AFD,00-0301,4F,Code 1,-,"(30290164, 97746586)"
13012840,2013,Feb,9,Fire,TRASH - Trash Fire,B3,AFD,00-4003,3F,Code 1,-,"(30368341, 97664509)"
13012886,2013,Feb,9,Fire,DUMP - Dumpster Fire,B3,AFD,00-1803,3F,Code 3,-,"(30311604, 97706780)"
13012907,2013,Feb,9,Fire,AUTO - Auto Fire,B3,AFD,00-2605,2F,Code 3,-,"(30279004, 97643116)"
13012972,2013,Feb,9,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2201,4F,Code 1,-,"(30230773, 97721155)"
13012984,2013,Feb,9,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2202,4F,Code 1,-,"(30240031, 97727162)"
13012988,2013,Feb,9,Fire,ELEC - Electrical Fire,B4,AFD,00-2706,3F,Code 3,-,"(30215812, 97878906)"
13013024,2013,Feb,9,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2204,4F,Code 1,-,"(30235180, 97714684)"
13013035,2013,Feb,9,Fire,GRASS - Small Grass Fire,B1,AFD,00-0301,2F,Code 3,-,"(30293552, 97745745)"
13013133,2013,Feb,10,Fire,ELEC - Electrical Fire,B5,AFD,00-1504,3F,Code 3,-,"(30269557, 97696706)"
13013234,2013,Feb,10,Fire,GRASS - Small Grass Fire,B4,AFD,00-3204,2F,Left Blank,-,"(30249869, 97802655)"
13013267,2013,Feb,10,Fire,TRASH - Trash Fire,B4,AFD,00-1101,3F,Code 3,-,"(30258167, 97763421)"
13013271,2013,Feb,10,Fire,DUMP - Dumpster Fire,B5,AFD,00-0603,3F,Code 3,-,"(30245824, 97767167)"
13013369,2013,Feb,11,Fire,ELEC - Electrical Fire,B3,AFD,00-0802,3F,Code 3,-,"(30358309, 97699648)"
13013745,2013,Feb,12,Fire,AUTO - Auto Fire,B3,AFD,00-1406,2F,Code 3,-,"(30308911, 97710885)"
13013763,2013,Feb,12,Fire,ELEC - Electrical Fire,B3,AFD,00-2304,3F,Code 3,-,"(30354900, 97682787)"
13013789,2013,Feb,12,Fire,GRASS - Small Grass Fire,B3,AFD,00-0807,2F,Code 3,-,"(30382551, 97737039)"
13013821,2013,Feb,12,Fire,ELEC - Electrical Fire,B1,AFD,00-1903,3F,Code 3,-,"(30350150, 97759092)"
13013853,2013,Feb,12,Fire,BOXL- Structure Fire,B4,AFD,00-3601,1F,Code 3,-,"(30173692, 97794774)"
13013948,2013,Feb,13,Fire,AUTO - Auto Fire,B5,AFD,00-3501,2F,Code 3,-,"(30209957, 97741858)"
13013958,2013,Feb,13,Fire,BOXL- Structure Fire,B4,AFD,00-2004,1F,Code 3,-,"(30215430, 97797687)"
13014025,2013,Feb,13,Fire,TRASH - Trash Fire,B4,AFD,00-2005,3F,Code 1,-,"(30204945, 97774792)"
13014174,2013,Feb,13,Fire,TRASH - Trash Fire,B3,AFD,00-1803,3F,Code 3,-,"(30316964, 97698476)"
13014250,2013,Feb,14,Fire,GRASS - Small Grass Fire,B3,AFD,00-2807,2F,Code 3,-,"(30437194, 97736062)"
13014344,2013,Feb,14,Fire,GRASS - Small Grass Fire,B4,AFD,00-4303,2F,Code 3,-,"(30181106, 97900215)"
13014410,2013,Feb,14,Fire,AUTO - Auto Fire,B3,AFD,00-1405,2F,Code 3,-,"(30298214, 97719294)"
13014414,2013,Feb,14,Fire,AUTO - Auto Fire,B1,AFD,00-0202,2F,Code 3,-,"(30277289, 97740836)"
13014487,2013,Feb,14,Fire,TRASH - Trash Fire,B4,AFD,00-2701,3F,Code 3,-,"(30225840, 97868674)"
13014500,2013,Feb,14,Fire,TRASH - Trash Fire,B3,AFD,00-4003,3F,Code 3,-,"(30361251, 97638600)"
13014502,2013,Feb,14,Fire,TRASH - Trash Fire,B2,AFD,00-3101,3F,Code 1,-,"(30352448, 97795281)"
13014554,2013,Feb,15,Fire,TRASH - Trash Fire,B1,AFD,00-0301,3F,Code 3,-,"(30290966, 97749107)"
13014587,2013,Feb,15,Fire,TRASH - Trash Fire,B1,AFD,00-0102,3F,Code 3,-,"(30263947, 97742862)"
13014609,2013,Feb,15,Fire,GRASS - Small Grass Fire,B3,AFD,00-0803,2F,Code 3,-,"(30348323, 97712066)"
13014624,2013,Feb,15,Fire,ELEC - Electrical Fire,B2,AFD,00-2502,3F,Code 3,-,"(30414520, 97737695)"
13014634,2013,Feb,15,Fire,TRASH - Trash Fire,B4,AFD,00-3604,3F,Code 3,-,"(30172476, 97816109)"
13014643,2013,Feb,15,Fire,ELEC - Electrical Fire,B5,AFD,00-0604,3F,Code 3,-,"(30258127, 97747917)"
13014725,2013,Feb,15,Fire,AUTO - Auto Fire,B2,AFD,00-3401,2F,Code 3,-,"(30464559, 97795253)"
13014841,2013,Feb,15,Fire,ELEC - Electrical Fire,B5,AFD,00-2202,3F,Code 3,-,"(30234257, 97728090)"
13014943,2013,Feb,16,Fire,TRASH - Trash Fire,B2,AFD,00-3101,3F,Code 3,-,"(30353476, 97797956)"
13014982,2013,Feb,16,Fire,GRASS - Small Grass Fire,B3,AFD,00-4105,2F,Code 3,-,"(30368530, 97613107)"
13014986,2013,Feb,16,Fire,DUMP - Dumpster Fire,B2,AFD,00-2103,3F,Code 3,-,"(30376352, 97757237)"
