MasterIncidentNumber,CalendarYear,Month,DayOfMonth,Call_Type,Problem,Battalion,Jurisdiction,ResponseArea,PriorityDescription,Response Status,Districts,Location 1
15089602,2015,Sep,13,Fire,ELEC - Electrical Fire,B5,AFD,00-4209,3F,Left Blank,2,"(30169429, 97623106)"
15089606,2015,Sep,13,Fire,ELEC - Electrical Fire,B3,AFD,00-2804,3F,Code 1,7,"(30395216, 97720395)"
15089654,2015,Sep,13,Fire,ELEC - Electrical Fire,B4,AFD,00-2703,3F,Code 3,8,"(30249335, 97833299)"
15089655,2015,Sep,13,Fire,TRASH - Trash Fire,B3,AFD,00-3004,3F,Code 3,1,"(30372500, 97665833)"
15089668,2015,Sep,13,Fire,TRASH - Trash Fire,B3,AFD,00-0803,3F,Code 3,4,"(30355204, 97703123)"
15089888,2015,Sep,14,Fire,TRASH - Trash Fire,B3,AFD,00-1406,3F,Code 3,9,"(30303677, 97717132)"
15089968,2015,Sep,14,Fire,AUTO - Auto Fire,B5,AFD,00-0701,2F,Code 3,3,"(30257132, 97724610)"
15089988,2015,Sep,14,Fire,AUTO - Auto Fire,B4,AFD,00-3701,2F,Code 3,8,"(30234061, 97864779)"
15107311,2015,Oct,31,Fire,GRASS - Small Grass Fire,B3,AFD,00-2304,3F,Code 3,4,"(30342610, 97697502)"
15107332,2015,Oct,31,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 3,1,"(30268884, 97724330)"
15107389,2015,Oct,31,Fire,TRASH - Trash Fire,B4,AFD,00-1709,3F,Code 3,3,"(30203925, 97765738)"
15107404,2015,Oct,31,Fire,AUTO - Auto Fire,B3,AFD,00-0804,2F,Code 3,7,"(30359738, 97716687)"
15107419,2015,Oct,31,Fire,AUTO - Auto Fire,B2,AFD,00-2501,2F,Code 3,6,"(30431675, 97764069)"
15107472,2015,Oct,31,Fire,TRASH - Trash Fire,B5,AFD,00-0603,3F,Code 1,9,"(30244276, 97751735)"
15107490,2015,Oct,31,Fire,AUTO - Auto Fire,B3,AFD,00-1804,2F,Code 3,4,"(30323780, 97705809)"
15090071,2015,Sep,14,Fire,AUTO - Auto Fire,B4,AFD,00-1710,2F,Code 3,2,"(30190722, 97771027)"
15107516,2015,Nov,1,Fire,TRASH - Trash Fire,B1,AFD,00-0202,3F,Code 3,9,"(30278216, 97744059)"
15107520,2015,Nov,1,Fire,TRASH - Trash Fire,B1,AFD,00-0303,3F,Code 1,9,"(30292181, 97728492)"
15090115,2015,Sep,14,Fire,ELEC - Electrical Fire,B2,AFD,00-3301,3F,Code 3,10,"(30407501, 97776286)"
15090122,2015,Sep,14,Fire,TRASH - Trash Fire,B2,AFD,00-3101,3F,Code 3,10,"(30353573, 97794710)"
15090130,2015,Sep,14,Fire,TRASH - Trash Fire,B5,AFD,00-0504,3F,Code 3,1,"(30297330, 97662426)"
15090133,2015,Sep,14,Fire,TRASH - Trash Fire,B3,AFD,00-1801,3F,Code 3,1,"(30309533, 97673803)"
15090191,2015,Sep,15,Fire,TRASH - Trash Fire,B1,AFD,00-0102,3F,Code 1,9,"(30266437, 97740734)"
15107648,2015,Nov,1,Fire,AUTO - Auto Fire,B3,AFD,00-1403,2F,Code 3,9,"(30286310, 97725039)"
15090314,2015,Sep,15,Fire,TRASH - Trash Fire,B2,AFD,00-2501,3F,Code 3,6,"(30425782, 97734192)"
15090418,2015,Sep,15,Fire,ELEC - Electrical Fire,B3,AFD,00-2303,3F,Code 3,1,"(30328919, 97677578)"
15090466,2015,Sep,15,Fire,TRASH - Trash Fire,B4,AFD,00-3606,3F,Code 1,2,"(30189581, 97789006)"
15090510,2015,Sep,16,Fire,ELEC - Electrical Fire,B1,AFD,00-1202,3F,Code 3,7,"(30330242, 97744284)"
15090580,2015,Sep,16,Fire,AUTO - Auto Fire,B4,AFD,00-3604,2F,Code 3,5,"(30167070, 97786925)"
15107789,2015,Nov,1,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2202,4F,Code 3,3,"(30230047, 97730821)"
15107808,2015,Nov,1,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 3,3,"(30254591, 97723331)"
15090800,2015,Sep,16,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2601,4F,Code 1,1,"(30294255, 97626021)"
15090812,2015,Sep,16,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2601,4F,Code 1,1,"(30294255, 97626021)"
15090855,2015,Sep,17,Fire,TRASH - Trash Fire,B3,AFD,00-0801,3F,Code 3,4,"(30371971, 97715597)"
15090900,2015,Sep,17,Fire,ELEC - Electrical Fire,B3,AFD,00-0801,3F,Code 3,4,"(30380620, 97715934)"
15090989,2015,Sep,17,Fire,AUTO - Auto Fire,B5,AFD,00-0701,2F,Code 3,1,"(30270437, 97720195)"
15091034,2015,Sep,17,Fire,DUMP - Dumpster Fire,B4,AFD,00-1707,3F,Code 3,3,"(30226229, 97760225)"
15091076,2015,Sep,17,Fire,AUTO - Auto Fire,B3,AFD,00-4006,2F,Left Blank,7,"(30431032, 97670341)"
15091105,2015,Sep,17,Fire,TRASH - Trash Fire,B3,AFD,00-0801,3F,Code 3,7,"(30371551, 97723635)"
15091110,2015,Sep,17,Fire,TRASH - Trash Fire,B3,AFD,00-3005,3F,Code 3,4,"(30376079, 97685389)"
15091154,2015,Sep,17,Fire,BBQ - Unsafe Cooking,B4,AFD,00-2903,4F,Code 1,5,"(30181484, 97839139)"
15091156,2015,Sep,17,Fire,AUTO - Auto Fire,B1,AFD,00-0101,2F,Code 3,3,"(30260899, 97735499)"
15107944,2015,Nov,2,Fire,ELEC - Electrical Fire,B5,AFD,00-2404,3F,Code 3,2,"(30165243, 97744525)"
15091179,2015,Sep,17,Fire,AUTO - Auto Fire,B3,AFD,00-2306,2F,Code 3,4,"(30358950, 97689619)"
15091194,2015,Sep,17,Fire,DUMP - Dumpster Fire,B3,AFD,00-2801,3F,Code 3,7,"(30422956, 97702720)"
15091341,2015,Sep,18,Fire,GRASS - Small Grass Fire,B3,AFD,00-1804,3F,Code 3,4,"(30337304, 97700626)"
15091361,2015,Sep,18,Fire,AUTO - Auto Fire,B4,AFD,00-1702,2F,Code 3,2,"(30210539, 97786880)"
15108221,2015,Nov,3,Fire,AUTO - Auto Fire,B3,AFD,00-3003,2F,Code 3,7,"(30385056, 97684739)"
15091474,2015,Sep,18,Fire,DUMP - Dumpster Fire,B3,AFD,00-2303,3F,Code 3,1,"(30333543, 97664458)"
15091480,2015,Sep,18,Fire,TRASH - Trash Fire,B1,AFD,00-0101,3F,Code 3,9,"(30266782, 97738247)"
15091485,2015,Sep,18,Fire,AUTO - Auto Fire,B3,AFD,00-3005,2F,Code 3,1,"(30374466, 97678177)"
15091518,2015,Sep,18,Fire,GRASS - Small Grass Fire,B3,AFD,00-0801,3F,Code 3,4,"(30369805, 97716986)"
15091521,2015,Sep,18,Fire,GRASS - Small Grass Fire,B3,AFD,00-0801,3F,Code 3,4,"(30371289, 97721395)"
15091526,2015,Sep,18,Fire,GRASS - Small Grass Fire,B3,AFD,00-0806,3F,Code 3,7,"(30372662, 97724519)"
15091554,2015,Sep,18,Fire,GRASS - Small Grass Fire,B4,AFD,00-1707,3F,Code 3,3,"(30226287, 97753121)"
15091616,2015,Sep,19,Fire,FIRE - Fire Standby,B5,AFD,00-4212,4F,Left Blank,2,"(30134800, 97634780)"
15108362,2015,Nov,3,Fire,ELEC - Electrical Fire,B3,AFD,00-3001,3F,Code 3,4,"(30378121, 97700111)"
15091764,2015,Sep,19,Fire,TRASH - Trash Fire,B4,AFD,00-1101,3F,Code 3,5,"(30254248, 97762587)"
15108388,2015,Nov,3,Fire,TRASH - Trash Fire,B5,AFD,00-0501,3F,Code 1,3,"(30268126, 97682288)"
15108474,2015,Nov,3,Fire,ELEC - Electrical Fire,B2,AFD,00-3804,3F,Code 3,6,"(30448873, 97821701)"
15091814,2015,Sep,19,Fire,DUMP - Dumpster Fire,B2,AFD,00-2502,3F,Code 3,6,"(30408237, 97744716)"
15091827,2015,Sep,19,Fire,DUMP - Dumpster Fire,B3,AFD,00-2801,3F,Code 3,7,"(30413730, 97677585)"
15108537,2015,Nov,4,Fire,AUTO - Auto Fire,B3,AFD,00-2607,2F,Code 3,1,"(30317020, 97663806)"
15108578,2015,Nov,4,Fire,DUMP - Dumpster Fire,B5,AFD,00-2402,3F,Code 3,2,"(30193213, 97738882)"
15108579,2015,Nov,4,Fire,AUTO - Auto Fire,B2,AFD,00-1602,2F,Code 3,4,"(30332954, 97704531)"
15108609,2015,Nov,4,Fire,TRASH - Trash Fire,B4,AFD,00-2903,3F,Code 3,5,"(30176586, 97833995)"
15108758,2015,Nov,4,Fire,AUTO - Auto Fire,B4,AFD,00-3603,2F,Code 3,5,"(30109604, 97808477)"
15108765,2015,Nov,4,Fire,DUMP - Dumpster Fire,B3,AFD,00-1802,3F,Code 3,1,"(30304669, 97681221)"
15108783,2015,Nov,4,Fire,TRASH - Trash Fire,B5,AFD,00-1504,3F,Code 3,1,"(30274987, 97705875)"
15091880,2015,Sep,19,Fire,AUTO - Auto Fire,B5,AFD,00-1502,2F,Code 3,3,"(30244767, 97689199)"
15091889,2015,Sep,19,Fire,TRASH - Trash Fire,B1,AFD,00-0401,3F,Code 3,9,"(30270854, 97756037)"
15091910,2015,Sep,19,Fire,AUTO - Auto Fire,B1,AFD,00-0101,2F,Code 3,1,"(30270054, 97733150)"
15091911,2015,Sep,19,Fire,AUTO - Auto Fire,B2,AFD,00-1603,2F,Code 3,4,"(30325075, 97707071)"
15091912,2015,Sep,19,Fire,AUTO - Auto Fire,B2,AFD,00-1603,2F,Code 3,4,"(30325075, 97707071)"
15091936,2015,Sep,20,Fire,TRASH - Trash Fire,B4,AFD,00-2001,3F,Code 3,5,"(30203177, 97803805)"
15091985,2015,Sep,20,Fire,AUTO - Auto Fire,B2,AFD,00-3102,2F,Code 3,10,"(30366664, 97789951)"
15092010,2015,Sep,20,Fire,ELEC - Electrical Fire,B2,AFD,00-4405,3F,Code 1,10,"(30419276, 97788921)"
15092022,2015,Sep,20,Fire,TRASH - Trash Fire,B4,AFD,00-2006,3F,Code 1,5,"(30191314, 97798726)"
15092037,2015,Sep,20,Fire,AUTO - Auto Fire,B3,AFD,00-2606,2F,Code 3,1,"(30302634, 97660994)"
15092076,2015,Sep,20,Fire,DUMP - Dumpster Fire,B1,AFD,00-0903,3F,Code 3,9,"(30320839, 97726355)"
15092084,2015,Sep,20,Fire,BBQ - Unsafe Cooking,B3,AFD,00-0801,4F,Code 3,4,"(30366290, 97715752)"
15092095,2015,Sep,20,Fire,TRASH - Trash Fire,B1,AFD,00-0203,3F,Code 3,1,"(30274123, 97724040)"
15092166,2015,Sep,20,Fire,TRASH - Trash Fire,B1,AFD,00-0101,3F,Code 3,9,"(30266782, 97738247)"
15092183,2015,Sep,20,Fire,TRASH - Trash Fire,B5,AFD,00-2204,3F,Code 3,3,"(30238177, 97696558)"
15092194,2015,Sep,20,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2803,4F,Code 1,7,"(30401204, 97684092)"
15092256,2015,Sep,20,Fire,DUMP - Dumpster Fire,B2,AFD,00-3801,3F,Code 3,6,"(30443291, 97787594)"
15092265,2015,Sep,21,Fire,ELEC - Electrical Fire,B2,AFD,00-2103,3F,Code 3,10,"(30378371, 97752865)"
15092280,2015,Sep,21,Fire,DUMP - Dumpster Fire,B3,AFD,00-0807,3F,Code 3,7,"(30393207, 97742265)"
15092319,2015,Sep,21,Fire,TRASH - Trash Fire,B5,AFD,00-2403,3F,Code 1,2,"(30193014, 97765890)"
15092443,2015,Sep,21,Fire,GRASS - Small Grass Fire,B2,AFD,00-3404,3F,Code 3,6,"(30469108, 97796662)"
15092444,2015,Sep,21,Fire,GRASS - Small Grass Fire,B2,AFD,00-3403,3F,Code 3,6,"(30467753, 97804542)"
15092470,2015,Sep,21,Fire,AUTO - Auto Fire,B5,AFD,00-3503,2F,Code 3,3,"(30216068, 97712367)"
15092475,2015,Sep,21,Fire,BBQ - Unsafe Cooking,B2,AFD,00-3808,4F,Code 3,6,"(30445714, 97788097)"
15092509,2015,Sep,21,Fire,GRASS - Small Grass Fire,B5,AFD,00-0502,3F,Code 3,13,"(30273821, 97694776)"
15092516,2015,Sep,21,Fire,GRASS - Small Grass Fire,B5,AFD,00-0502,3F,Code 3,13,"(30273821, 97694776)"
15092521,2015,Sep,21,Fire,AUTO - Auto Fire,B3,AFD,00-1805,2F,Code 3,1,"(30322171, 97684031)"
15092589,2015,Sep,22,Fire,AUTO - Auto Fire,B4,AFD,00-3202,2F,Code 3,8,"(30268684, 97777412)"
15092590,2015,Sep,22,Fire,AUTO - Auto Fire,B4,AFD,00-3201,2F,Code 3,8,"(30265112, 97785562)"
15092600,2015,Sep,22,Fire,ELEC - Electrical Fire,B5,AFD,00-2202,3F,Other,3,"(30234469, 97727954)"
15109097,2015,Nov,5,Fire,TRASH - Trash Fire,B4,AFD,00-2901,3F,Code 3,8,"(30210911, 97835432)"
15092788,2015,Sep,22,Fire,AUTO - Auto Fire,B1,AFD,00-0302,2F,Code 3,10,"(30299488, 97754889)"
15092960,2015,Sep,23,Fire,ELEC - Electrical Fire,B3,AFD,00-3001,3F,Code 3,4,"(30384536, 97695006)"
15093044,2015,Sep,23,Fire,GRASS - Small Grass Fire,B3,AFD,00-4001,3F,Code 3,7,"(30413576, 97673093)"
15093066,2015,Sep,23,Fire,AUTO - Auto Fire,B4,AFD,00-1705,2F,Code 3,5,"(30242172, 97801055)"
15093088,2015,Sep,23,Fire,AUTO - Auto Fire,B2,AFD,00-2501,2F,Code 3,6,"(30428136, 97745099)"
15093113,2015,Sep,23,Fire,TRASH - Trash Fire,B3,AFD,00-0804,3F,Code 3,4,"(30348352, 97712529)"
15093145,2015,Sep,23,Fire,GRASS - Small Grass Fire,B2,AFD,00-4404,3F,Code 3,6,"(30443859, 97742349)"
15093160,2015,Sep,23,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2403,4F,Code 1,2,"(30192780, 97765310)"
15093266,2015,Sep,24,Fire,AUTO - Auto Fire,B1,AFD,00-0102,2F,Code 3,9,"(30273077, 97745977)"
15093516,2015,Sep,24,Fire,TRASH - Trash Fire,B3,AFD,00-1403,3F,Code 3,1,"(30280754, 97715268)"
15093522,2015,Sep,24,Fire,TRASH - Trash Fire,B3,AFD,00-2305,3F,Code 3,4,"(30351284, 97701434)"
15093540,2015,Sep,24,Fire,TRASH - Trash Fire,B3,AFD,00-3002,3F,Code 3,7,"(30403558, 97710371)"
15093592,2015,Sep,25,Fire,GRASS - Small Grass Fire,B5,AFD,00-3504,3F,Code 3,2,"(30205050, 97683306)"
15093594,2015,Sep,25,Fire,AUTO - Auto Fire,B3,AFD,00-1803,2F,Code 3,4,"(30311291, 97709204)"
15093595,2015,Sep,25,Fire,AUTO - Auto Fire,B3,AFD,00-1401,2F,Left Blank,9,"(30306018, 97712451)"
15093750,2015,Sep,25,Fire,AUTO - Auto Fire,B3,AFD,00-4005,2F,Code 3,7,"(30430929, 97670180)"
15093751,2015,Sep,25,Fire,AUTO - Auto Fire,B3,AFD,00-4001,2F,Code 3,7,"(30407863, 97673951)"
15093804,2015,Sep,25,Fire,ELEC - Electrical Fire,B5,AFD,00-2403,3F,Code 3,2,"(30192780, 97765310)"
15093877,2015,Sep,25,Fire,AUTO - Auto Fire,B4,AFD,00-3610,2F,Code 3,5,"(30167032, 97784984)"
15093899,2015,Sep,25,Fire,ELEC - Electrical Fire,B3,AFD,00-1805,3F,Code 3,1,"(30327459, 97676860)"
15093902,2015,Sep,25,Fire,TRASH - Trash Fire,B5,AFD,00-0701,3F,Code 3,1,"(30262577, 97722112)"
15093923,2015,Sep,25,Fire,TRASH - Trash Fire,B4,AFD,00-1706,3F,Code 3,3,"(30239478, 97768278)"
15093924,2015,Sep,26,Fire,AUTO - Auto Fire,B3,AFD,00-4001,2F,Code 3,7,"(30403753, 97660015)"
15093943,2015,Sep,26,Fire,TRASH - Trash Fire,B5,AFD,00-2403,3F,Code 3,2,"(30170776, 97747359)"
15094058,2015,Sep,26,Fire,AUTO - Auto Fire,B5,AFD,00-1501,2F,Code 3,3,"(30250091, 97691462)"
15094067,2015,Sep,26,Fire,BBQ - Unsafe Cooking,B2,AFD,00-3107,4F,Code 1,10,"(30327038, 97841013)"
15094106,2015,Sep,26,Fire,TRASH - Trash Fire,B4,AFD,00-3604,3F,Code 3,5,"(30169280, 97795827)"
15094128,2015,Sep,26,Fire,AUTO - Auto Fire,B2,AFD,00-3402,2F,Code 3,6,"(30461139, 97794585)"
15094179,2015,Sep,26,Fire,TRASH - Trash Fire,B5,AFD,00-2202,3F,Code 1,3,"(30231379, 97729936)"
15094250,2015,Sep,26,Fire,ELEC - Electrical Fire,B5,AFD,00-2203,3F,Code 3,3,"(30236892, 97711338)"
15094265,2015,Sep,26,Fire,ELEC - Electrical Fire,B3,AFD,00-1406,3F,Code 1,9,"(30303677, 97717132)"
15094285,2015,Sep,27,Fire,GRASS - Small Grass Fire,B4,AFD,00-1705,3F,Code 3,3,"(30232769, 97775464)"
15094475,2015,Sep,27,Fire,TRASH - Trash Fire,B3,AFD,00-2304,3F,Code 3,4,"(30338413, 97692509)"
15094492,2015,Sep,27,Fire,TRASH - Trash Fire,B3,AFD,00-2801,3F,Code 3,7,"(30408580, 97678095)"
15094501,2015,Sep,27,Fire,ELEC - Electrical Fire,B4,AFD,00-2006,3F,Code 3,5,"(30198765, 97797905)"
15094527,2015,Sep,27,Fire,DUMP - Dumpster Fire,B2,AFD,00-3901,3F,Code 3,6,"(30414750, 97848298)"
15094559,2015,Sep,28,Fire,DUMP - Dumpster Fire,B4,AFD,00-1101,3F,Code 3,5,"(30248644, 97775008)"
15094665,2015,Sep,28,Fire,TRASH - Trash Fire,B3,AFD,00-3004,3F,Code 3,1,"(30377336, 97667696)"
15094687,2015,Sep,28,Fire,AUTO - Auto Fire,B2,AFD,00-1903,2F,Code 3,10,"(30337624, 97754978)"
15094698,2015,Sep,28,Fire,ELEC - Electrical Fire,B1,AFD,00-0303,3F,Code 3,9,"(30300205, 97742789)"
15094774,2015,Sep,28,Fire,TRASH - Trash Fire,B1,AFD,00-0301,3F,Code 3,9,"(30290469, 97741280)"
15094779,2015,Sep,28,Fire,AUTO - Auto Fire,B1,AFD,00-0101,2F,Code 3,1,"(30270329, 97732476)"
15109353,2015,Nov,6,Fire,TRASH - Trash Fire,B2,AFD,00-2103,3F,Code 3,10,"(30385016, 97766748)"
15109370,2015,Nov,6,Fire,TRASH - Trash Fire,B3,AFD,00-4105,3F,Code 3,1,"(30365478, 97610292)"
15109396,2015,Nov,6,Fire,AUTO - Auto Fire,B5,AFD,00-0604,2F,Code 3,9,"(30258873, 97747292)"
15109414,2015,Nov,6,Fire,ELEC - Electrical Fire,B5,AFD,00-4204,3F,Code 3,2,"(30203811, 97641001)"
15094860,2015,Sep,28,Fire,ELEC - Electrical Fire,B3,AFD,00-2601,3F,Code 3,1,"(30301133, 97643880)"
15094887,2015,Sep,28,Fire,ELEC - Electrical Fire,B2,AFD,00-2102,3F,Code 3,10,"(30368135, 97759500)"
15094969,2015,Sep,29,Fire,AUTO - Auto Fire,B4,AFD,00-2705,2F,Code 3,8,"(30211689, 97876502)"
15109627,2015,Nov,7,Fire,AUTO - Auto Fire,B1,AFD,00-0901,2F,Code 3,9,"(30296542, 97723143)"
15095105,2015,Sep,29,Fire,ELEC - Electrical Fire,B2,AFD,00-1601,3F,Code 3,7,"(30340097, 97719311)"
15095139,2015,Sep,29,Fire,AUTO - Auto Fire,B3,AFD,00-3004,2F,Code 3,7,"(30399162, 97673044)"
15095140,2015,Sep,29,Fire,AUTO - Auto Fire,B3,AFD,00-4001,2F,Code 3,7,"(30416341, 97672958)"
15095183,2015,Sep,29,Fire,TRASH - Trash Fire,B3,AFD,00-3002,3F,Code 3,4,"(30389446, 97701649)"
15095185,2015,Sep,29,Fire,TRASH - Trash Fire,B1,AFD,00-0102,3F,Code 3,9,"(30268641, 97741096)"
15109647,2015,Nov,7,Fire,AUTO - Auto Fire,B4,AFD,00-3604,2F,Code 3,25,"(30167070, 97786925)"
15109677,2015,Nov,7,Fire,AUTO - Auto Fire,B5,AFD,00-0601,2F,Code 3,9,"(30236769, 97739797)"
15109734,2015,Nov,7,Fire,BBQ - Unsafe Cooking,B5,AFD,00-2201,4F,Code 3,3,"(30226728, 97722292)"
15109773,2015,Nov,7,Fire,TRASH - Trash Fire,B3,AFD,00-1803,3F,Code 3,1,"(30318466, 97693750)"
15109781,2015,Nov,7,Fire,AUTO - Auto Fire,B3,AFD,00-1406,2F,Code 3,9,"(30303369, 97714622)"
15109805,2015,Nov,7,Fire,BBQ - Unsafe Cooking,B2,AFD,00-3403,4F,Code 3,6,"(30476859, 97807199)"
15109808,2015,Nov,7,Fire,AUTO - Auto Fire,B3,AFD,00-1803,2F,Code 3,4,"(30309907, 97709688)"
15109845,2015,Nov,8,Fire,AUTO - Auto Fire,B2,AFD,00-3809,2F,Code 3,6,"(30453195, 97776392)"
15095212,2015,Sep,29,Fire,ELEC - Electrical Fire,B5,AFD,00-4209,3F,Left Blank,2,"(30172847, 97608493)"
15095214,2015,Sep,29,Fire,AUTO - Auto Fire,B2,AFD,00-3404,2F,Code 3,6,"(30480050, 97801956)"
15095242,2015,Sep,29,Fire,TRASH - Trash Fire,B5,AFD,00-1502,3F,Code 3,3,"(30232649, 97680315)"
15110008,2015,Nov,8,Fire,ELEC - Electrical Fire,B4,AFD,00-2901,3F,Code 3,8,"(30206589, 97836069)"
15110027,2015,Nov,8,Fire,ELEC - Electrical Fire,B1,AFD,00-0902,3F,Code 3,9,"(30307214, 97724457)"
15095383,2015,Sep,30,Fire,TRASH - Trash Fire,B2,AFD,00-4501,3F,Code 3,6,"(30490418, 97769942)"
15095419,2015,Sep,30,Fire,AUTO - Auto Fire,B3,AFD,00-1802,2F,Left Blank,4,"(30312020, 97693735)"
15095474,2015,Sep,30,Fire,TRASH - Trash Fire,B3,AFD,00-1405,3F,Code 3,9,"(30299921, 97716618)"
15095569,2015,Sep,30,Fire,TRASH - Trash Fire,B2,AFD,00-4401,3F,Code 3,6,"(30435069, 97772116)"
15095586,2015,Sep,30,Fire,AUTO - Auto Fire,B3,AFD,00-3002,2F,Code 3,7,"(30394660, 97706750)"
15095633,2015,Oct,1,Fire,AUTO - Auto Fire,B4,AFD,00-3611,2F,Code 3,2,"(30186366, 97773240)"
15095666,2015,Oct,1,Fire,GRASS - Small Grass Fire,B4,AFD,00-1707,3F,Code 3,3,"(30223409, 97763598)"
15110031,2015,Nov,8,Fire,AUTO - Auto Fire,B2,AFD,00-3105,2F,Code 3,10,"(30340770, 97802868)"
15095684,2015,Oct,1,Fire,AUTO - Auto Fire,B3,AFD,00-2606,2F,Code 3,1,"(30299016, 97645582)"
15095688,2015,Oct,1,Fire,AUTO - Auto Fire,B4,AFD,00-3606,2F,Code 3,2,"(30194777, 97785565)"
15095754,2015,Oct,1,Fire,ELEC - Electrical Fire,B5,AFD,00-0603,3F,Code 3,9,"(30249854, 97759124)"
15095809,2015,Oct,1,Fire,TRASH - Trash Fire,B3,AFD,00-2305,3F,Code 3,4,"(30349147, 97696442)"
15110083,2015,Nov,8,Fire,ELEC - Electrical Fire,B5,AFD,00-0701,3F,Other,3,"(30259651, 97725793)"
15110115,2015,Nov,9,Fire,AUTO - Auto Fire,B3,AFD,00-0804,2F,Code 3,7,"(30360377, 97716875)"
15095887,2015,Oct,1,Fire,GRASS - Small Grass Fire,B5,AFD,00-2201,3F,Code 3,3,"(30230571, 97721156)"
15095890,2015,Oct,1,Fire,GRASS - Small Grass Fire,B5,AFD,00-2201,3F,Code 3,3,"(30230571, 97721156)"
15095931,2015,Oct,1,Fire,AUTO - Auto Fire,B5,AFD,00-2202,2F,Code 3,9,"(30244842, 97730346)"
15096010,2015,Oct,2,Fire,TRASH - Trash Fire,B1,AFD,00-1202,3F,Code 3,7,"(30325062, 97743873)"
15096026,2015,Oct,2,Fire,TRASH - Trash Fire,B1,AFD,00-1203,3F,Code 3,7,"(30342669, 97743314)"
15109996,2015,Nov,8,Fire,BBQ - Unsafe Cooking,B3,AFD,00-3004,4F,Code 1,1,"(30378579, 97674641)"
15110247,2015,Nov,9,Fire,TRASH - Trash Fire,B3,AFD,00-3002,3F,Code 1,7,"(30388492, 97690607)"
15096090,2015,Oct,2,Fire,GRASS - Small Grass Fire,B2,AFD,00-3102,3F,Code 3,10,"(30387515, 97824059)"
15110328,2015,Nov,9,Fire,AUTO - Auto Fire,B5,AFD,00-0701,2F,Code 3,13,"(30262228, 97715933)"
15096151,2015,Oct,2,Fire,AUTO - Auto Fire,B2,AFD,00-4401,2F,Code 3,6,"(30436621, 97774671)"
15096237,2015,Oct,2,Fire,AUTO - Auto Fire,B1,AFD,00-0401,2F,Code 3,9,"(30277360, 97751164)"
15110345,2015,Nov,9,Fire,AUTO - Auto Fire,B3,AFD,00-2304,2F,Code 3,1,"(30337346, 97683222)"
15110374,2015,Nov,9,Fire,TRASH - Trash Fire,B3,AFD,00-2301,3F,Code 1,1,"(30364631, 97678685)"
15110375,2015,Nov,9,Fire,AUTO - Auto Fire,B5,AFD,00-2402,2F,Code 3,2,"(30204466, 97758653)"
15096409,2015,Oct,3,Fire,TRASH - Trash Fire,B3,AFD,00-1801,3F,Code 3,1,"(30309555, 97681618)"
15096411,2015,Oct,3,Fire,ELEC - Electrical Fire,B2,AFD,00-3907,3F,Code 3,6,"(30431412, 97827208)"
15096423,2015,Oct,3,Fire,ELEC - Electrical Fire,B3,AFD,00-4002,3F,Code 3,1,"(30391380, 97616630)"
15096429,2015,Oct,3,Fire,BBQ - Unsafe Cooking,B3,AFD,00-1801,4F,Code 1,1,"(30314589, 97673639)"
15096442,2015,Oct,3,Fire,AUTO - Auto Fire,B2,AFD,00-2104,2F,Code 3,10,"(30371924, 97741178)"
15096464,2015,Oct,3,Fire,TRASH - Trash Fire,B3,AFD,00-1407,3F,Code 3,4,"(30312790, 97712404)"
15096476,2015,Oct,3,Fire,ELEC - Electrical Fire,B5,AFD,00-2204,3F,Code 3,3,"(30228693, 97702907)"
15096481,2015,Oct,3,Fire,GRASS - Small Grass Fire,B5,AFD,00-2402,3F,Code 3,2,"(30210224, 97747315)"
15096503,2015,Oct,3,Fire,BBQ - Unsafe Cooking,B2,AFD,00-1601,4F,Code 1,7,"(30340189, 97730506)"
15110465,2015,Nov,10,Fire,ELEC - Electrical Fire,B3,AFD,00-1802,3F,Code 3,1,"(30306571, 97685518)"
15110515,2015,Nov,10,Fire,GRASS - Small Grass Fire,B4,AFD,00-2904,3F,Code 3,,"(30149461, 97847103)"
15110564,2015,Nov,10,Fire,AUTO - Auto Fire,B4,AFD,00-3605,2F,Code 3,5,"(30174003, 97812009)"
15110575,2015,Nov,10,Fire,ELEC - Electrical Fire,B4,AFD,00-4301,3F,Code 1,8,"(30183119, 97888583)"
15110690,2015,Nov,10,Fire,AUTO - Auto Fire,B5,AFD,00-0505,2F,Code 3,1,"(30290339, 97664018)"
15096580,2015,Oct,3,Fire,BBQ - Unsafe Cooking,B3,AFD,00-2301,4F,Code 1,4,"(30359599, 97685152)"
15096582,2015,Oct,3,Fire,AUTO - Auto Fire,B3,AFD,00-0803,2F,Code 3,4,"(30354524, 97704068)"
15110744,2015,Nov,10,Fire,TRASH - Trash Fire,B5,AFD,00-4201,3F,Code 3,2,"(30224673, 97671238)"
15096598,2015,Oct,3,Fire,TRASH - Trash Fire,B3,AFD,00-4101,3F,Code 3,1,"(30346188, 97618425)"
15096613,2015,Oct,3,Fire,GRASS - Small Grass Fire,B3,AFD,00-1401,3F,Code 3,9,"(30306069, 97712418)"
